year,state_name,district_name,kidnapping_and_abduction,dowry_deaths,cruelty_by_husband_or_his_relatives,murder_with_rape_gang_rape
2020,Karnataka,Gadag,0.0,0.0,18.0,0.0
2020,Karnataka,Kalaburagi,8.0,8.0,91.0,0.0
2020,Karnataka,Hassan,70.0,14.0,64.0,0.0
2020,Karnataka,Haveri,0.0,6.0,35.0,2.0
2020,Karnataka,Dharwad,13.0,1.0,62.0,2.0
2020,Karnataka,Belagavi,0.0,0.0,6.0,0.0
2020,Karnataka,Kodagu,0.0,0.0,37.0,0.0
2020,Karnataka,Kolar,0.0,6.0,11.0,0.0
2020,Karnataka,Koppal,18.0,3.0,56.0,0.0
2020,Karnataka,Mandya,0.0,10.0,78.0,0.0
2020,Karnataka,Dakshina Kannada,5.0,0.0,15.0,0.0
2020,Karnataka,Mysuru,1.0,6.0,37.0,0.0
2020,Karnataka,Mysuru,2.0,10.0,46.0,0.0
2020,Karnataka,Raichur,17.0,1.0,85.0,0.0
2020,Karnataka,Bengaluru Urban,0.0,1.0,0.0,0.0
2020,Karnataka,Ramanagara,41.0,12.0,29.0,0.0
2020,Karnataka,Shivamogga,51.0,6.0,63.0,0.0
2020,Karnataka,Tumakuru,0.0,4.0,47.0,0.0
2020,Karnataka,Udupi,9.0,1.0,32.0,0.0
2020,Karnataka,Uttara Kannada,1.0,1.0,27.0,0.0
2020,Karnataka,Yadgir,4.0,1.0,42.0,0.0
2020,Karnataka,Belagavi,10.0,0.0,47.0,0.0
2020,Karnataka,Kalaburagi,6.0,0.0,51.0,1.0
2020,Kerala,Alappuzha,0.0,1.0,96.0,0.0
2020,Kerala,Ernakulam,3.0,0.0,72.0,0.0
2020,Kerala,Ernakulam,11.0,0.0,119.0,0.0
2020,Kerala,Idukki,2.0,1.0,55.0,0.0
2020,Kerala,Kannur,1.0,0.0,194.0,0.0
2020,Kerala,Kasaragod,0.0,0.0,76.0,0.0
2020,Kerala,Kollam,4.0,0.0,163.0,0.0
2020,Kerala,Kollam,0.0,0.0,137.0,0.0
2020,Kerala,Kottayam,6.0,0.0,77.0,0.0
2020,Kerala,Kozhikode,7.0,0.0,160.0,0.0
2020,Kerala,Kozhikode,7.0,0.0,251.0,0.0
2020,Kerala,Malappuram,11.0,0.0,455.0,0.0
2020,Kerala,Palakkad,16.0,2.0,166.0,1.0
2020,Kerala,Pathanamthitta,2.0,0.0,57.0,0.0
2020,Kerala,Thiruvananthapuram,0.0,0.0,0.0,0.0
2020,Kerala,Thrissur,0.0,0.0,154.0,0.0
2020,Kerala,Thrissur,7.0,1.0,131.0,0.0
2020,Kerala,Thiruvananthapuram,0.0,0.0,66.0,0.0
2020,Kerala,Thiruvananthapuram,4.0,1.0,203.0,0.0
2020,Kerala,Wayanad,2.0,0.0,75.0,0.0
2020,Madhya Pradesh,Agar-Malwa,6.0,3.0,49.0,0.0
2020,Madhya Pradesh,Alirajpur,48.0,0.0,11.0,0.0
2020,Madhya Pradesh,Anuppur,70.0,6.0,70.0,1.0
2020,Madhya Pradesh,Ashoknagar,43.0,6.0,67.0,2.0
2020,Madhya Pradesh,Balaghat,150.0,14.0,204.0,1.0
2020,Madhya Pradesh,Barwani,0.0,4.0,54.0,0.0
2020,Madhya Pradesh,Betul,0.0,16.0,49.0,1.0
2020,Madhya Pradesh,Bhind,0.0,26.0,160.0,0.0
2020,Madhya Pradesh,Bhopal,265.0,13.0,310.0,0.0
2020,Madhya Pradesh,Bhopal,1.0,1.0,1.0,0.0
2020,Madhya Pradesh,Burhanpur,0.0,1.0,43.0,0.0
2020,Madhya Pradesh,Chhatarpur,2.0,24.0,82.0,1.0
2020,Madhya Pradesh,Chhindwara,124.0,22.0,68.0,3.0
2020,Madhya Pradesh,Damoh,145.0,14.0,103.0,0.0
2020,Madhya Pradesh,Datia,0.0,12.0,49.0,2.0
2020,Madhya Pradesh,Dewas,92.0,9.0,154.0,0.0
2020,Madhya Pradesh,Dhar,2.0,6.0,94.0,0.0
2020,Madhya Pradesh,Dindori,0.0,3.0,85.0,0.0
2020,Madhya Pradesh,Guna,86.0,3.0,111.0,1.0
2020,Madhya Pradesh,Gwalior,139.0,24.0,564.0,0.0
2020,Madhya Pradesh,Harda,2.0,0.0,38.0,0.0
2020,Madhya Pradesh,Narmadapuram,86.0,13.0,115.0,0.0
2020,Madhya Pradesh,Indore,398.0,28.0,455.0,3.0
2020,Madhya Pradesh,Indore,0.0,0.0,0.0,0.0
2020,Madhya Pradesh,Jabalpur,269.0,19.0,201.0,0.0
2020,Madhya Pradesh,Jabalpur,1.0,1.0,0.0,0.0
2020,Madhya Pradesh,Jhabua,67.0,0.0,11.0,0.0
2020,Madhya Pradesh,Katni,98.0,10.0,59.0,1.0
2020,Madhya Pradesh,Khandwa (East Nimar),90.0,11.0,45.0,0.0
2020,Madhya Pradesh,Khargone (West Nimar),24.0,4.0,49.0,0.0
2020,Madhya Pradesh,Mandla,104.0,2.0,49.0,1.0
2020,Madhya Pradesh,Mandsaur,56.0,8.0,40.0,0.0
2020,Madhya Pradesh,Morena,0.0,32.0,136.0,0.0
2020,Madhya Pradesh,Narsimhapur,85.0,12.0,28.0,0.0
2020,Madhya Pradesh,Neemuch,36.0,6.0,35.0,0.0
2020,Madhya Pradesh,Panna,129.0,13.0,71.0,0.0
2020,Madhya Pradesh,Raisen,94.0,16.0,96.0,0.0
2020,Madhya Pradesh,Rajgarh,1.0,13.0,159.0,0.0
2020,Madhya Pradesh,Ratlam,125.0,6.0,88.0,1.0
2020,Madhya Pradesh,Rewa,218.0,32.0,152.0,0.0
2020,Madhya Pradesh,Sagar,0.0,33.0,97.0,2.0
2020,Madhya Pradesh,Satna,0.0,20.0,118.0,0.0
2020,Madhya Pradesh,Seoni,0.0,4.0,117.0,0.0
2020,Madhya Pradesh,Shahdol,99.0,10.0,150.0,1.0
2020,Madhya Pradesh,Shajapur,29.0,7.0,60.0,0.0
2020,Madhya Pradesh,Sheopur,22.0,6.0,40.0,0.0
2020,Madhya Pradesh,Shivpuri,107.0,13.0,110.0,0.0
2020,Madhya Pradesh,Sidhi,1.0,10.0,93.0,0.0
2020,Madhya Pradesh,Sehore,0.0,5.0,75.0,0.0
2020,Madhya Pradesh,Singrauli,70.0,12.0,103.0,2.0
2020,Madhya Pradesh,Tikamgarh,38.0,26.0,32.0,0.0
2020,Madhya Pradesh,Ujjain,141.0,8.0,194.0,0.0
2020,Madhya Pradesh,Umaria,31.0,2.0,28.0,3.0
2020,Madhya Pradesh,Vidisha,98.0,13.0,115.0,1.0
2020,Madhya Pradesh,Niwari,0.0,6.0,53.0,0.0
2020,Maharashtra,Ahmednagar,267.0,7.0,486.0,1.0
2020,Maharashtra,Akola,45.0,7.0,261.0,0.0
2020,Maharashtra,Amravati,46.0,0.0,72.0,0.0
2020,Maharashtra,Amravati,94.0,1.0,161.0,1.0
2020,Maharashtra,Chhatrapati Sambhajinagar,91.0,4.0,206.0,0.0
2020,Maharashtra,Chhatrapati Sambhajinagar,0.0,9.0,121.0,1.0
2020,Maharashtra,Beed,7.0,11.0,255.0,1.0
2020,Maharashtra,Bhandara,60.0,1.0,38.0,1.0
2020,Maharashtra,Buldhana,71.0,8.0,144.0,0.0
2020,Maharashtra,Chandrapur,113.0,3.0,127.0,0.0
2020,Maharashtra,Dhule,4.0,4.0,236.0,1.0
2020,Maharashtra,Gadchiroli,28.0,0.0,21.0,1.0
2020,Maharashtra,Gondia,36.0,2.0,11.0,0.0
2020,Maharashtra,Hingoli,13.0,6.0,71.0,0.0
2020,Maharashtra,Jalgaon,21.0,2.0,206.0,1.0
2020,Maharashtra,Jalna,0.0,12.0,191.0,0.0
2020,Maharashtra,Kolhapur,130.0,6.0,194.0,1.0
2020,Maharashtra,Latur,74.0,7.0,131.0,0.0
2020,Maharashtra,Mumbai,765.0,12.0,501.0,2.0
2020,Maharashtra,Mumbai,1.0,0.0,0.0,0.0
2020,Maharashtra,Nagpur,243.0,8.0,118.0,0.0
2020,Maharashtra,Nagpur,0.0,0.0,0.0,0.0
2020,Maharashtra,Nagpur,1.0,3.0,16.0,0.0
2020,Maharashtra,Nanded,63.0,6.0,242.0,1.0
2020,Maharashtra,Nandurbar,2.0,1.0,50.0,0.0
2020,Maharashtra,Nashik,0.0,0.0,202.0,0.0
2020,Maharashtra,Nashik,197.0,7.0,324.0,1.0
2020,Maharashtra,Mumbai Suburban,146.0,1.0,94.0,0.0
2020,Maharashtra,Dharashiv,50.0,6.0,67.0,0.0
2020,Maharashtra,Palghar,0.0,0.0,22.0,0.0
2020,Maharashtra,Parbhani,29.0,3.0,115.0,0.0
2020,Maharashtra,Pune,254.0,6.0,245.0,0.0
2020,Maharashtra,Pune,0.0,0.0,0.0,0.0
2020,Maharashtra,Pune,271.0,4.0,227.0,0.0
2020,Maharashtra,Raigad,56.0,0.0,34.0,2.0
2020,Maharashtra,Ratnagiri,33.0,0.0,12.0,1.0
2020,Maharashtra,Sangli,133.0,7.0,103.0,1.0
2020,Maharashtra,Satara,141.0,4.0,168.0,0.0
2020,Maharashtra,Sindhudurg,13.0,0.0,0.0,0.0
2020,Maharashtra,Solapur,60.0,1.0,86.0,0.0
2020,Maharashtra,Solapur,133.0,2.0,136.0,0.0
2020,Maharashtra,Thane,388.0,11.0,259.0,1.0
2020,Maharashtra,Thane,23.0,0.0,38.0,0.0
2020,Maharashtra,Wardha,100.0,2.0,48.0,0.0
2020,Maharashtra,Washim,0.0,12.0,181.0,0.0
2020,Maharashtra,Yavatmal,104.0,6.0,231.0,1.0
2020,Maharashtra,Pune,54.0,5.0,185.0,0.0
2020,Maharashtra,Chhatrapati Sambhajinagar,3.0,0.0,0.0,0.0
2020,Maharashtra,Thane,245.0,0.0,93.0,1.0
2020,Manipur,Bishnupur,1.0,1.0,1.0,2.0
2020,Manipur,Chandel,0.0,0.0,0.0,0.0
2020,Manipur,Churachandpur,0.0,0.0,0.0,0.0
2020,Manipur,Imphal West,0.0,0.0,0.0,0.0
2020,Manipur,Imphal East,0.0,0.0,2.0,0.0
2020,Manipur,Imphal West,0.0,0.0,1.0,0.0
2020,Manipur,Senapati,0.0,0.0,0.0,0.0
2020,Manipur,Tamenglong,0.0,0.0,0.0,0.0
2020,Manipur,Thoubal,0.0,0.0,1.0,0.0
2020,Manipur,Ukhrul,0.0,0.0,0.0,0.0
2020,Manipur,Kakching,0.0,0.0,1.0,0.0
2020,Manipur,Kamjong,0.0,0.0,0.0,0.0
2020,Manipur,Kangpokpi,0.0,0.0,0.0,0.0
2020,Manipur,Jiribam,0.0,0.0,1.0,0.0
2020,Manipur,Noney,0.0,0.0,0.0,0.0
2020,Manipur,Pherzawl,0.0,0.0,0.0,0.0
2020,Manipur,Tengnoupal,0.0,0.0,0.0,0.0
2020,Meghalaya,East Garo Hills,0.0,0.0,0.0,0.0
2020,Meghalaya,South Garo Hills,0.0,0.0,0.0,1.0
2020,Meghalaya,South West Garo Hills,0.0,0.0,0.0,0.0
2020,Meghalaya,West Garo Hills,0.0,0.0,9.0,0.0
2020,Meghalaya,West Jaintia Hills,1.0,0.0,0.0,1.0
2020,Meghalaya,East Jaintia Hills,10.0,0.0,0.0,0.0
2020,Meghalaya,East Khasi Hills,0.0,1.0,2.0,0.0
2020,Meghalaya,South West Khasi Hills,1.0,0.0,0.0,0.0
2020,Meghalaya,West Khasi Hills,0.0,0.0,2.0,0.0
2020,Meghalaya,Ri Bhoi,0.0,0.0,3.0,0.0
2020,Meghalaya,East Khasi Hills,0.0,0.0,0.0,0.0
2020,Mizoram,Aizawl,0.0,0.0,5.0,0.0
2020,Mizoram,Champhai,0.0,0.0,0.0,0.0
2020,Mizoram,Kolasib,0.0,0.0,1.0,0.0
2020,Mizoram,Lawngtlai,0.0,0.0,0.0,0.0
2020,Mizoram,Lunglei,0.0,0.0,0.0,0.0
2020,Mizoram,Mamit,1.0,0.0,0.0,0.0
2020,Mizoram,Siaha,0.0,0.0,0.0,0.0
2020,Mizoram,Serchhip,0.0,0.0,0.0,0.0
2020,Mizoram,Aizawl,0.0,0.0,0.0,0.0
2020,Mizoram,Saitual,0.0,0.0,0.0,0.0
2020,Mizoram,Khawzawl,0.0,0.0,1.0,0.0
2020,Mizoram,Hnahthial,0.0,0.0,0.0,0.0
2020,Nagaland,Dimapur,3.0,0.0,1.0,0.0
2020,Nagaland,Kiphire,0.0,0.0,0.0,0.0
2020,Nagaland,Kohima,0.0,0.0,0.0,0.0
2020,Nagaland,Longleng,0.0,0.0,0.0,0.0
2020,Nagaland,Mokokchung,0.0,0.0,0.0,0.0
2020,Nagaland,Mon,2.0,0.0,0.0,0.0
2020,Nagaland,Peren,0.0,0.0,0.0,0.0
2020,Nagaland,Phek,0.0,0.0,0.0,0.0
2020,Nagaland,Tuensang,0.0,1.0,0.0,0.0
2020,Nagaland,Wokha,0.0,0.0,0.0,0.0
2020,Nagaland,Zunheboto,0.0,0.0,1.0,0.0
2020,Odisha,Anugul,125.0,7.0,290.0,0.0
2020,Odisha,Baleshwar,213.0,32.0,406.0,3.0
2020,Odisha,Bargarh,66.0,8.0,45.0,0.0
2020,Odisha,Baleshwar,62.0,6.0,108.0,0.0
2020,Odisha,Bhadrak,221.0,23.0,112.0,0.0
2020,Odisha,Balangir,108.0,4.0,124.0,0.0
2020,Odisha,Boudh,28.0,4.0,38.0,0.0
2020,Odisha,Cuttack,141.0,26.0,52.0,0.0
2020,Odisha,Khordha,154.0,11.0,89.0,2.0
2020,Odisha,Cuttack,130.0,5.0,109.0,0.0
2020,Odisha,Deogarh,16.0,2.0,36.0,0.0
2020,Odisha,Dhenkanal,81.0,6.0,99.0,1.0
2020,Odisha,Gajapati,35.0,1.0,21.0,0.0
2020,Odisha,Ganjam,52.0,10.0,158.0,0.0
2020,Odisha,Jagatsinghapur,137.0,23.0,89.0,0.0
2020,Odisha,Jajapur,202.0,34.0,93.0,1.0
2020,Odisha,Jharsuguda,54.0,3.0,56.0,0.0
2020,Odisha,Kalahandi,127.0,3.0,101.0,0.0
2020,Odisha,Kandhamal,66.0,3.0,56.0,0.0
2020,Odisha,Kendrapara,176.0,21.0,248.0,0.0
2020,Odisha,Kendujhar,83.0,6.0,100.0,1.0
2020,Odisha,Khordha,72.0,16.0,62.0,0.0
2020,Odisha,Koraput,97.0,0.0,103.0,1.0
2020,Odisha,Malkangiri,80.0,3.0,75.0,0.0
2020,Odisha,Mayurbhanj,271.0,7.0,294.0,4.0
2020,Odisha,Nayagarh,68.0,16.0,42.0,3.0
2020,Odisha,Nabarangpur,101.0,3.0,91.0,0.0
2020,Odisha,Nuapada,51.0,0.0,26.0,0.0
2020,Odisha,Puri,177.0,20.0,123.0,0.0
2020,Odisha,Rayagada,76.0,3.0,93.0,1.0
2020,Odisha,Sundargarh,90.0,6.0,73.0,0.0
2020,Odisha,Sambalpur,76.0,5.0,136.0,1.0
2020,Odisha,Sonepur,17.0,3.0,11.0,0.0
2020,Odisha,Cuttack,0.0,0.0,1.0,0.0
2020,Odisha,Sundargarh,2.0,0.0,1.0,0.0
2020,Odisha,Sundargarh,57.0,0.0,98.0,0.0
2020,Punjab,Amritsar,0.0,2.0,37.0,0.0
2020,Punjab,Barnala,0.0,3.0,15.0,0.0
2020,Punjab,Gurdaspur,0.0,2.0,36.0,0.0
2020,Punjab,Bathinda,4.0,3.0,46.0,1.0
2020,Punjab,Amritsar,1.0,2.0,60.0,0.0
2020,Punjab,Jalandhar,2.0,4.0,94.0,0.0
2020,Punjab,Ludhiana,0.0,3.0,104.0,0.0
2020,Punjab,Faridkot,0.0,1.0,12.0,0.0
2020,Punjab,Fatehgarh Sahib,0.0,1.0,41.0,0.0
2020,Punjab,Fazilka,0.0,1.0,47.0,0.0
2020,Punjab,Patiala,0.0,0.0,0.0,1.0
2020,Punjab,Gurdaspur,0.0,2.0,52.0,0.0
2020,Punjab,Hoshiarpur,2.0,2.0,97.0,1.0
2020,Punjab,Jalandhar,0.0,0.0,33.0,1.0
2020,Punjab,Kapurthala,0.0,1.0,20.0,0.0
2020,Punjab,Ludhiana,0.0,1.0,14.0,0.0
2020,Punjab,Ludhiana,0.0,4.0,10.0,0.0
2020,Punjab,Mansa,0.0,3.0,17.0,0.0
2020,Punjab,Moga,1.0,1.0,16.0,1.0
2020,Punjab,Sri Muktsar Sahib,1.0,2.0,23.0,0.0
2020,Punjab,Pathankot,0.0,1.0,31.0,0.0
2020,Punjab,Patiala,0.0,6.0,112.0,0.0
2020,Punjab,Rupnagar,0.0,0.0,27.0,0.0
2020,Punjab,Sangrur,0.0,2.0,58.0,0.0
2020,Punjab,Tarn Taran,0.0,4.0,22.0,0.0
2020,Punjab,S.A.S Nagar,0.0,0.0,0.0,0.0
2020,Punjab,S.A.S Nagar,0.0,0.0,105.0,0.0
2020,Punjab,Amritsar,0.0,0.0,0.0,0.0
2020,Rajasthan,Ajmer,180.0,13.0,724.0,1.0
2020,Rajasthan,Alwar,44.0,21.0,464.0,0.0
2020,Rajasthan,Banswara,12.0,11.0,156.0,0.0
2020,Rajasthan,Baran,104.0,4.0,268.0,0.0
2020,Rajasthan,Barmer,3.0,24.0,370.0,1.0
2020,Rajasthan,Bharatpur,39.0,41.0,771.0,0.0
2020,Rajasthan,Bhilwara,32.0,12.0,551.0,0.0
2020,Rajasthan,Bikaner,33.0,15.0,431.0,0.0
2020,Rajasthan,Bundi,31.0,3.0,244.0,0.0
2020,Rajasthan,Chittorgarh,63.0,7.0,426.0,0.0
2020,Rajasthan,Churu,7.0,12.0,377.0,0.0
2020,Rajasthan,Dausa,1.0,15.0,225.0,0.0
2020,Rajasthan,Dholpur,26.0,32.0,256.0,0.0
2020,Rajasthan,Dungarpur,0.0,3.0,108.0,0.0
2020,Rajasthan,Ajmer,0.0,1.0,0.0,0.0
2020,Rajasthan,Jodhpur,1.0,0.0,0.0,0.0
2020,Rajasthan,Ganganagar,72.0,10.0,693.0,0.0
2020,Rajasthan,Hanumangarh,45.0,18.0,522.0,2.0
2020,Rajasthan,Jaipur,55.0,5.0,228.0,0.0
2020,Rajasthan,Jaipur,32.0,9.0,211.0,0.0
2020,Rajasthan,Jaipur,22.0,12.0,288.0,0.0
2020,Rajasthan,Jaipur,37.0,4.0,233.0,0.0
2020,Rajasthan,Jaipur,38.0,8.0,371.0,0.0
2020,Rajasthan,Jaisalmer,13.0,6.0,66.0,0.0
2020,Rajasthan,Jalore,35.0,17.0,185.0,0.0
2020,Rajasthan,Jhalawar,126.0,6.0,439.0,1.0
2020,Rajasthan,Jhunjhunu,45.0,8.0,388.0,0.0
2020,Rajasthan,Jodhpur,19.0,4.0,171.0,0.0
2020,Rajasthan,Jodhpur,47.0,7.0,198.0,0.0
2020,Rajasthan,Jodhpur,12.0,14.0,220.0,0.0
2020,Rajasthan,Karauli,18.0,22.0,195.0,0.0
2020,Rajasthan,Kota,104.0,5.0,318.0,0.0
2020,Rajasthan,Kota,51.0,4.0,161.0,0.0
2020,Rajasthan,Nagaur,67.0,17.0,494.0,1.0
2020,Rajasthan,Pali,35.0,8.0,510.0,0.0
2020,Rajasthan,Pratapgarh,73.0,3.0,209.0,1.0
2020,Rajasthan,Rajsamand,85.0,6.0,242.0,0.0
2020,Rajasthan,Sawai Madhopur,7.0,13.0,224.0,0.0
2020,Rajasthan,Sikar,59.0,11.0,518.0,1.0
2020,Rajasthan,Sirohi,18.0,3.0,240.0,0.0
2020,Rajasthan,Tonk,65.0,5.0,265.0,0.0
2020,Rajasthan,Udaipur,214.0,10.0,402.0,0.0
2020,Rajasthan,Jaipur,0.0,0.0,0.0,0.0
2020,Rajasthan,Khairthal-Tijara,81.0,30.0,403.0,0.0
2020,Sikkim,Gangtok,11.0,0.0,0.0,0.0
2020,Sikkim,Mangan,0.0,0.0,0.0,0.0
2020,Sikkim,Namchi,0.0,0.0,1.0,0.0
2020,Sikkim,Gyalshing,0.0,0.0,0.0,0.0
2020,Tamil Nadu,Ariyalur,1.0,0.0,8.0,0.0
2020,Tamil Nadu,Chennai,6.0,3.0,56.0,1.0
2020,Tamil Nadu,Coimbatore,0.0,0.0,13.0,0.0
2020,Tamil Nadu,Coimbatore,0.0,0.0,23.0,0.0
2020,Tamil Nadu,Cuddalore,0.0,18.0,46.0,0.0
2020,Tamil Nadu,Dharmapuri,8.0,0.0,10.0,0.0
2020,Tamil Nadu,Dindigul,2.0,0.0,27.0,0.0
2020,Tamil Nadu,Erode,4.0,0.0,5.0,0.0
2020,Tamil Nadu,Kanchipuram,0.0,0.0,3.0,0.0
2020,Tamil Nadu,Kanniyakumari,0.0,1.0,3.0,0.0
2020,Tamil Nadu,Karur,0.0,1.0,10.0,0.0
2020,Tamil Nadu,Krishnagiri,0.0,0.0,5.0,0.0
2020,Tamil Nadu,Madurai,1.0,1.0,25.0,0.0
2020,Tamil Nadu,Madurai,0.0,1.0,87.0,0.0
2020,Tamil Nadu,Nagapattinam,0.0,0.0,5.0,0.0
2020,Tamil Nadu,Namakkal,0.0,0.0,7.0,0.0
2020,Tamil Nadu,The Nilgiris,1.0,0.0,1.0,0.0
2020,Tamil Nadu,Perambalur,0.0,1.0,1.0,0.0
2020,Tamil Nadu,Pudukkottai,0.0,1.0,19.0,1.0
2020,Tamil Nadu,Ramanathapuram,0.0,0.0,9.0,0.0
2020,Tamil Nadu,Chennai,0.0,0.0,0.0,0.0
2020,Tamil Nadu,Tiruchirappalli,0.0,0.0,0.0,0.0
2020,Tamil Nadu,Salem,0.0,1.0,4.0,0.0
2020,Tamil Nadu,Salem,7.0,0.0,9.0,0.0
2020,Tamil Nadu,Sivaganga,6.0,0.0,24.0,0.0
2020,Tamil Nadu,Thanjavur,0.0,2.0,21.0,0.0
2020,Tamil Nadu,Theni,0.0,3.0,15.0,0.0
2020,Tamil Nadu,Tirunelveli,1.0,0.0,12.0,0.0
2020,Tamil Nadu,Tirunelveli,0.0,0.0,11.0,0.0
2020,Tamil Nadu,Thiruvallur,0.0,1.0,11.0,1.0
2020,Tamil Nadu,Tiruvannamalai,2.0,1.0,10.0,0.0
2020,Tamil Nadu,Thiruvarur,0.0,0.0,9.0,0.0
2020,Tamil Nadu,Tuticorin,0.0,0.0,43.0,0.0
2020,Tamil Nadu,Tiruppur,0.0,0.0,7.0,0.0
2020,Tamil Nadu,Tiruppur,0.0,0.0,8.0,0.0
2020,Tamil Nadu,Tiruchirappalli,0.0,0.0,50.0,0.0
2020,Tamil Nadu,Tiruchirappalli,2.0,0.0,24.0,0.0
2020,Tamil Nadu,Vellore,0.0,0.0,7.0,0.0
2020,Tamil Nadu,Villupuram,0.0,2.0,10.0,0.0
2020,Tamil Nadu,Virudhunagar,2.0,1.0,14.0,0.0
2020,Tamil Nadu,Coimbatore,0.0,0.0,0.0,0.0
2020,Tamil Nadu,Chengalpattu,0.0,0.0,3.0,0.0
2020,Tamil Nadu,Kallakurichi,0.0,0.0,10.0,0.0
2020,Tamil Nadu,Ranipet,0.0,2.0,3.0,0.0
2020,Tamil Nadu,Tirupathur,12.0,0.0,15.0,0.0
2020,Tamil Nadu,Tenkasi,0.0,0.0,6.0,0.0
2020,Telangana,Hyderabad,260.0,20.0,1055.0,3.0
2020,Telangana,Hyderabad,128.0,21.0,1226.0,0.0
2020,Telangana,Karimnagar,6.0,2.0,289.0,0.0
2020,Telangana,Khammam,58.0,5.0,280.0,1.0
2020,Telangana,Nizamabad,5.0,3.0,250.0,0.0
2020,Telangana,Yadadri Bhuvanagiri,0.0,24.0,1184.0,0.0
2020,Telangana,Peddapalli,39.0,8.0,400.0,0.0
2020,Telangana,Siddipet,4.0,4.0,365.0,0.0
2020,Telangana,Warangal,120.0,7.0,297.0,1.0
2020,Telangana,Adilabad,11.0,2.0,70.0,0.0
2020,Telangana,Bhadradri Kothagudem,29.0,1.0,266.0,0.0
2020,Telangana,Jayashankar Bhupalapally,23.0,4.0,60.0,0.0
2020,Telangana,Jogulamba Gadwal,2.0,3.0,30.0,0.0
2020,Telangana,Kamareddy,4.0,3.0,141.0,0.0
2020,Telangana,Kumuram Bheem Asifabad,26.0,5.0,65.0,6.0
2020,Telangana,Mahabubabad,35.0,7.0,106.0,0.0
2020,Telangana,Mahabubnagar,0.0,3.0,67.0,0.0
2020,Telangana,Medak,16.0,4.0,115.0,1.0
2020,Telangana,Nagarkurnool,37.0,4.0,65.0,0.0
2020,Telangana,Nalgonda,18.0,1.0,250.0,0.0
2020,Telangana,Nirmal,6.0,2.0,42.0,0.0
2020,Telangana,Rajanna Sircilla,0.0,1.0,143.0,0.0
2020,Telangana,Sangareddy,0.0,9.0,113.0,1.0
2020,Telangana,Suryapet,37.0,3.0,220.0,0.0
2020,Telangana,Vikarabad,24.0,4.0,80.0,0.0
2020,Telangana,Wanaparthy,0.0,0.0,46.0,0.0
2020,Telangana,Hyderabad,0.0,0.0,0.0,0.0
2020,Telangana,Mulugu,8.0,1.0,69.0,0.0
2020,Telangana,Narayanpet,0.0,3.0,37.0,0.0
2020,Tripura,Dhalai,2.0,0.0,12.0,0.0
2020,Tripura,Gomati,4.0,2.0,66.0,1.0
2020,Tripura,West Tripura,0.0,0.0,0.0,0.0
2020,Tripura,Khowai,0.0,2.0,20.0,0.0
2020,Tripura,North Tripura,3.0,1.0,33.0,0.0
2020,Tripura,Unakoti,12.0,5.0,35.0,1.0
2020,Tripura,South Tripura,6.0,2.0,56.0,0.0
2020,Tripura,Unakoti,1.0,3.0,29.0,0.0
2020,Tripura,West Tripura,7.0,8.0,105.0,0.0
2020,Uttar Pradesh,Agra,21.0,75.0,240.0,1.0
2020,Uttar Pradesh,Aligarh,32.0,50.0,692.0,3.0
2020,Uttar Pradesh,Prayagraj,0.0,48.0,810.0,2.0
2020,Uttar Pradesh,Ambedkar Nagar,100.0,15.0,129.0,0.0
2020,Uttar Pradesh,Amethi,0.0,7.0,107.0,0.0
2020,Uttar Pradesh,Amroha,0.0,17.0,196.0,0.0
2020,Uttar Pradesh,Auraiya,0.0,30.0,143.0,0.0
2020,Uttar Pradesh,Azamgarh,48.0,30.0,130.0,0.0
2020,Uttar Pradesh,Budaun,88.0,30.0,188.0,0.0
2020,Uttar Pradesh,Baghpat,0.0,17.0,81.0,0.0
2020,Uttar Pradesh,Bahraich,83.0,69.0,19.0,0.0
2020,Uttar Pradesh,Ballia,12.0,23.0,4.0,0.0
2020,Uttar Pradesh,Balrampur,0.0,25.0,11.0,0.0
2020,Uttar Pradesh,Banda,1.0,50.0,114.0,0.0
2020,Uttar Pradesh,Bara Banki,0.0,33.0,9.0,2.0
2020,Uttar Pradesh,Bareilly,36.0,54.0,640.0,0.0
2020,Uttar Pradesh,Basti,0.0,17.0,0.0,0.0
2020,Uttar Pradesh,Bijnor,0.0,28.0,234.0,0.0
2020,Uttar Pradesh,Bulandshahr,0.0,56.0,655.0,0.0
2020,Uttar Pradesh,Chandauli,0.0,14.0,82.0,0.0
2020,Uttar Pradesh,Chitrakoot,0.0,10.0,31.0,0.0
2020,Uttar Pradesh,Deoria,0.0,20.0,21.0,0.0
2020,Uttar Pradesh,Etah,0.0,33.0,106.0,0.0
2020,Uttar Pradesh,Etawah,18.0,28.0,87.0,0.0
2020,Uttar Pradesh,Ayodhya,0.0,13.0,7.0,0.0
2020,Uttar Pradesh,Fatehpur,0.0,47.0,177.0,0.0
2020,Uttar Pradesh,Firozabad,0.0,48.0,265.0,0.0
2020,Uttar Pradesh,Lucknow,1.0,1.0,0.0,0.0
2020,Uttar Pradesh,Ghaziabad,2.0,27.0,184.0,1.0
2020,Uttar Pradesh,Ghazipur,0.0,27.0,170.0,0.0
2020,Uttar Pradesh,Gonda,42.0,30.0,31.0,0.0
2020,Uttar Pradesh,Gorakhpur,0.0,43.0,0.0,0.0
2020,Uttar Pradesh,Hamirpur,0.0,20.0,56.0,0.0
